key	verdict	reason	licence	regions	diacritics	file	text
File:Mostar IMG 9614.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Mostar_IMG_9614.JPG	
File:Old town, Mostar (8) (29816666986).jpg	drop	only 1 confident region(s)	CC BY	1	0	Old_town_Mostar_8_29816666986_.jpg	Terasa
File:Mostar14BIH17.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Mostar14BIH17.JPG	
File:Mostar - Iranian Consulate (49033180913).jpg	drop	only 0 confident region(s)	CC BY	0	0	Mostar_-_Iranian_Consulate_49033180913_.jpg	
File:Shelled out Buildings, Bosnia (3802587582).jpg	drop	only 1 confident region(s)	CC BY-SA	1	0	Shelled_out_Buildings_Bosnia_3802587582_.jpg	ME
File:FotoTuraBL124432.jpg	keep		CC BY-SA	3	0	FotoTuraBL124432.jpg	UPIS | TOKU | 387
File:Ottoman fountain in Mostar 02.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Ottoman_fountain_in_Mostar_02.jpg	
File:Објекат у улици Краља Петра I Карађорђевића 41 04.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Објекат_у_улици_Краља_Петра_I_Карађорђевића_41_04.JPG	
File:Mostar (5821660764).jpg	drop	only 1 confident region(s)	CC BY	1	0	Mostar_5821660764_.jpg	STARSKA
File:F.T.B.L. 17.jpg	keep		CC BY-SA	4	0	F.T.B.L._17.jpg	alpina | ELIKA | alpina | rOPUSTA
File:NKD015 Господска улица5.jpg	keep		CC BY-SA	3	0	NKD015_Господска_улица5.jpg	XII | 4 | IIA
File:Зеница 20230219 160055.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20230219_160055.jpg	
File:Mostar (2680356623).jpg	drop	only 0 confident region(s)	CC BY	0	0	Mostar_2680356623_.jpg	
File:Зеница 20190821 172944.jpg	drop	only 0 confident region(s)	PD	0	0	Зеница_20190821_172944.jpg	
File:20130606 Mostar 208.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	20130606_Mostar_208.jpg	
File:Tuzla - doo Higijena 2 (2019).jpg	keep		CC BY-SA	2	0	Tuzla_-_doo_Higijena_2_2019_.jpg	HIGIJENA | Tuza
File:Pecat i grb Bihaca iz XIV st.jpg	keep		PD	8	5	Pecat_i_grb_Bihaca_iz_XIV_st.jpg	Pečat grada | Bišća | Grb grada Bišća | iz XIV. | vieka. | iz | XVI. | vieka.
File:Travnik eastern suburbs.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Travnik_eastern_suburbs.JPG	
File:20130606 Mostar 220.jpg	keep		CC BY-SA	5	0	20130606_Mostar_220.jpg	PANSION | LADYBIRD | PANSIONI | LOMBRELLO | BUBAMARA
File:Sarajevo Jevrejsko groblje 18.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Sarajevo_Jevrejsko_groblje_18.jpg	
File:Mostar14BIH27.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Mostar14BIH27.JPG	
File:Број умрлих и рођених у Бањалуци (2005-2009).jpg	keep		CC BY-SA	20	1	Број_умрлих_и_рођених_у_Бањалуци_2005-2009_.jpg	Broj umrlih | Broj rođenih | 2500 | 1977 | 2010 | 2000 | 1813 | 1781 1775 | 1773 | 1778 | 1796 | 1765 | 1728 | 1500 | 1000 | 500 | 2005 | 2006 | 2007 | 2009
File:Mostar (5821585512).jpg	drop	only 0 confident region(s)	CC BY	0	0	Mostar_5821585512_.jpg	
File:University of Zenica gradute promotion.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	University_of_Zenica_gradute_promotion.jpg	
File:Mostar Karadjoz Beg Moschee.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Mostar_Karadjoz_Beg_Moschee.jpg	
File:Izet Sarajlić, Kaptol, Sarajevo.jpg	keep		CC BY-SA	3	1	Izet_Sarajlić_Kaptol_Sarajevo.jpg	IRAŽM | ULICU | G
File:Kuca u ulici Petra Kocia 51.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Kuca_u_ulici_Petra_Kocia_51.JPG	
File:Stari most Kuca.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Stari_most_Kuca.jpg	
File:Stara zgrada Vlade Republike Srpske.jpg	drop	only 0 confident region(s)	CC0	0	0	Stara_zgrada_Vlade_Republike_Srpske.jpg	
File:Kulturni Centar Bihac. Bihacko Ljeto 2022. Ulaz u Kulturni centar.jpg	keep		CC BY-SA	2	1	Kulturni_Centar_Bihac._Bihacko_Ljeto_2022._Ulaz_u_Kulturni_centar.jpg	BIHAĆKO | LJETO
File:Зеница - 1934 - првотни планинарски дом на Сметовима.jpg	drop	flat colour (248 shades): a drawing, not a photograph	PD	0	0	Зеница_-_1934_-_првотни_планинарски_дом_на_Сметовима.jpg	
File:Downtown travnik.png	drop	only 0 confident region(s)	CC BY-SA	0	0	Downtown_travnik.png	
File:20130606 Mostar 110.jpg	keep		CC BY-SA	2	0	20130606_Mostar_110.jpg	AESTORAN | AESTORANTEATA
File:Mostar (5821639340).jpg	drop	only 0 confident region(s)	CC BY	0	0	Mostar_5821639340_.jpg	
File:FotoTuraBL.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	FotoTuraBL.jpg	
File:Arhiv rs.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Arhiv_rs.JPG	
File:Rkt groblje, Brajkovići 121910.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Rkt_groblje_Brajkovići_121910.jpg	
File:Travnik Festung 1.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Travnik_Festung_1.JPG	
File:Narrow-Gauge-Railway Spalatobahn Travnik East-End (2).jpg	drop	flat colour (256 shades): a drawing, not a photograph	PD	0	0	Narrow-Gauge-Railway_Spalatobahn_Travnik_East-End_2_.jpg	
File:Homeless in Sarajevo BiH.jpg	drop	only 1 confident region(s)	CC BY-SA	1	0	Homeless_in_Sarajevo_BiH.jpg	Z
File:Mostar (3788263505).jpg	drop	only 0 confident region(s)	CC BY	0	0	Mostar_3788263505_.jpg	
File:Prozor u Gospodskoj.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Prozor_u_Gospodskoj.jpg	
File:Зеница 20180728 095730.jpg	drop	only 0 confident region(s)	CC0	0	0	Зеница_20180728_095730.jpg	
File:Зеница - cca 1955 - свадба Јеле и Воје Милешић у Дривуши.jpg	drop	only 0 confident region(s)	PD	0	0	Зеница_-_cca_1955_-_свадба_Јеле_и_Воје_Милешић_у_Дривуши.jpg	
File:Clouds over the Mountains, Mostar (5459198504).jpg	drop	only 0 confident region(s)	CC BY	0	0	Clouds_over_the_Mountains_Mostar_5459198504_.jpg	
File:Зеница 20221230 201204.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20221230_201204.jpg	
File:20130606 Mostar 075.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	20130606_Mostar_075.jpg	
File:Crveni krst-Banja Luka.jpg	drop	only 1 confident region(s)	CC BY-SA	1	0	Crveni_krst-Banja_Luka.jpg	E
File:Зеница 20230219 170419.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20230219_170419.jpg	
File:Mostar14BIH73.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Mostar14BIH73.JPG	
File:Зеница 20230224 135502.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20230224_135502.jpg	
File:Зеница 20221230 222314.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20221230_222314.jpg	
File:Паук4.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Паук4.jpg	
File:Glavna pošta, Petra I Karađorđevića (1).jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Glavna_pošta_Petra_I_Karađorđevića_1_.jpg	
File:Зеница - 1890-11-15 - легенде („Како је турски цар Фатих Мехмед освојио Градишће и Врандук 1463”, Босанска вила — бр. 19 и 20, стр. 301, 15).jpg	keep		PD	79	0	Зеница_-_1890-11-15_-_легенде_Како_је_турски_цар_Фатих_Мехмед_освојио_Градишће_и_Врандук_1463_Босанска_вила_бр._19_и_20_.jpg	Bp. 19 u 20 | Crp.301 | anambe je | ce.0 | Tpaaninhe | A | nube | ce | O3rop | T3 | Tpaanmha | T3 | rona | crapora | rpaaa, | ROMe | TTpeonje | je | rope | Ma.O | yonje | ABa | ITO | He | opujery, | OAMa | Ha | IO.e | OA | Baonna | rope | rpaA AO reme.ba | ce.1O | Te- | OA | CaA ce | Beh | rpaaumhe,
File:Kuca Pere Betunca 1903 Banja Luka.jpg	drop	only 0 confident region(s)	CC0	0	0	Kuca_Pere_Betunca_1903_Banja_Luka.jpg	
File:Зеница - 1895 - Врандук, панорама.jpg	drop	only 0 confident region(s)	PD	0	0	Зеница_-_1895_-_Врандук_панорама.jpg	
File:Грчка0058.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Грчка0058.jpg	
File:Demofest06 - Thursday (9315655164).jpg	keep		CC BY-SA	6	0	Demofest06_-_Thursday_9315655164_.jpg	RIOSKOP PALAS | PRESS CENTAR | SBERBANK | mrtel | JELEN | Bane
File:Објекат у улици Петра Кочића 59.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Објекат_у_улици_Петра_Кочића_59.jpg	
File:Зеница 20230224 164356.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20230224_164356.jpg	
File:Una,Bihac 2004.JPG	drop	only 0 confident region(s)	PD	0	0	Una_Bihac_2004.JPG	
File:Зеница 20230219 154038.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20230219_154038.jpg	
File:Una kor Brvice.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Una_kor_Brvice.jpg	
File:Travnička tvrđava.jpg	drop	only 0 confident region(s)	CC BY	0	0	Travnička_tvrđava.jpg	
File:Kuca Afgan Mise Stupara 2 Banja Luka.jpg	drop	only 0 confident region(s)	CC0	0	0	Kuca_Afgan_Mise_Stupara_2_Banja_Luka.jpg	
File:Grupa preživjelih vijećnika Prvog zasjedanja AVNOJ-a, na proslavi 26. novembra 1952.jpg	drop	flat colour (256 shades): a drawing, not a photograph	PD	0	0	Grupa_preživjelih_vijećnika_Prvog_zasjedanja_AVNOJ-a_na_proslavi_26._novembra_1952.jpg	
File:Зеница - 1936 - жељезара Зеница, панорама.jpg	drop	only 0 confident region(s)	PD	0	0	Зеница_-_1936_-_жељезара_Зеница_панорама.jpg	
File:Gradska nosnja.jpg	drop	only 0 confident region(s)	PD	0	0	Gradska_nosnja.jpg	
File:Mostar - piękno chodnika - panoramio.jpg	drop	only 0 confident region(s)	CC BY	0	0	Mostar_-_piękno_chodnika_-_panoramio.jpg	
File:Bihać, Synagogue (03).jpg	drop	only 0 confident region(s)	PD	0	0	Bihać_Synagogue_03_.jpg	
File:20130606 Mostar 285.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	20130606_Mostar_285.jpg	
File:Mostar (2681135590).jpg	drop	only 0 confident region(s)	CC BY	0	0	Mostar_2681135590_.jpg	
File:War damage on Sarajevo buildings (14024736919).jpg	drop	only 0 confident region(s)	CC BY	0	0	War_damage_on_Sarajevo_buildings_14024736919_.jpg	
File:Travnik Winter.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Travnik_Winter.jpg	
File:Zgrada Republickog pedagoskog zavoda Republike Srpske.jpg	drop	only 0 confident region(s)	CC0	0	0	Zgrada_Republickog_pedagoskog_zavoda_Republike_Srpske.jpg	
File:Travnik, Bosnia and Herzegovina - panoramio (2).jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Travnik_Bosnia_and_Herzegovina_-_panoramio_2_.jpg	
File:Sarajevo Children BlueCar.jpg	drop	only 1 confident region(s)	CC BY	1	0	Sarajevo_Children_BlueCar.jpg	SA
File:Колибри вртић, бл.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Колибри_вртић_бл.jpg	
File:Mostar - panoramio (15).jpg	drop	only 0 confident region(s)	CC BY	0	0	Mostar_-_panoramio_15_.jpg	
File:Објекат Кола српских сестара, улица Бана Милосављевића.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Објекат_Кола_српских_сестара_улица_Бана_Милосављевића.jpg	
File:Mostar 22 Bosni i Hercegovini 3.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Mostar_22_Bosni_i_Hercegovini_3.jpg	
File:Lichen in Sarajevo 01.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Lichen_in_Sarajevo_01.jpg	
File:Ale.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Ale.jpg	
File:Bank rondo 968x768.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Bank_rondo_968x768.jpg	
File:Pozdrav - Gruss iz Bihaca.jpg	drop	only 0 confident region(s)	PD	0	0	Pozdrav_-_Gruss_iz_Bihaca.jpg	
File:Stambeni objekat Poljokan Jevrejska 22 Banja Luka.jpg	drop	only 1 confident region(s)	CC0	1	0	Stambeni_objekat_Poljokan_Jevrejska_22_Banja_Luka.jpg	alpina
File:Објекат у улици Краља Петра I Карађорђевића 41 01.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Објекат_у_улици_Краља_Петра_I_Карађорђевића_41_01.JPG	
File:Mostar - panoramio (3).jpg	drop	only 0 confident region(s)	CC BY	0	0	Mostar_-_panoramio_3_.jpg	
File:Mostar - panoramio (12).jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Mostar_-_panoramio_12_.jpg	
File:Zgrada na uglu Prvog krajiskog korpusa i Olimpijskih pobjednika Banja Luka.jpg	drop	only 0 confident region(s)	CC0	0	0	Zgrada_na_uglu_Prvog_krajiskog_korpusa_i_Olimpijskih_pobjednika_Banja_Luka.jpg	
File:Jelsingrad livnica nkd 028.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Jelsingrad_livnica_nkd_028.JPG	
File:Mostar14BIH22.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Mostar14BIH22.JPG	
File:Зеница 20230219 153208.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20230219_153208.jpg	
File:Bihac Una2.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Bihac_Una2.jpg	
File:Mostar P8070159.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Mostar_P8070159.jpg	
File:Зеница 20180626 145902.jpg	drop	only 0 confident region(s)	PD	0	0	Зеница_20180626_145902.jpg	
File:ВасеПелагића0051.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	ВасеПелагића0051.jpg	
File:Roof Mostar (4060843896).jpg	drop	only 0 confident region(s)	CC BY	0	0	Roof_Mostar_4060843896_.jpg	
File:20130606 Mostar 203.jpg	keep		CC BY-SA	2	0	20130606_Mostar_203.jpg	"JA | ""GRIM"""
File:Зеница 20221230 201237.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20221230_201237.jpg	
File:Old town, Mostar (9) (29224673644).jpg	drop	only 0 confident region(s)	CC BY	0	0	Old_town_Mostar_9_29224673644_.jpg	
File:Rat i djeca. U okolici Sarajeva, maj 1945.jpg	drop	flat colour (256 shades): a drawing, not a photograph	PD	0	0	Rat_i_djeca._U_okolici_Sarajeva_maj_1945.jpg	
File:Зеница 20221230 214031.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20221230_214031.jpg	
File:Zeljezara Zenica 1895.jpg	drop	flat colour (256 shades): a drawing, not a photograph	PD	0	0	Zeljezara_Zenica_1895.jpg	
File:Catholique Serbe - A1604.jpg	drop	no region with 3+ letters	CC0	2	0	Catholique_Serbe_-_A1604.jpg	A | V T.
File:Зеница 20230219 150920.jpg	drop	only 1 confident region(s)	CC BY-SA	1	0	Зеница_20230219_150920.jpg	NO
File:Turistički informativni centar - panoramio (2).jpg	drop	only 1 confident region(s)	CC BY	1	0	Turistički_informativni_centar_-_panoramio_2_.jpg	TOURIST INFO CENTRE
File:20130606 Mostar 053.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	20130606_Mostar_053.jpg	
File:Domky v Bihaći.jpg	drop	flat colour (252 shades): a drawing, not a photograph	CC BY-SA	0	0	Domky_v_Bihaći.jpg	
File:Poslovni centar Ekvator.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Poslovni_centar_Ekvator.JPG	
File:Bihaćko ljeto 2022.jpg	keep		CC BY-SA	2	1	Bihaćko_ljeto_2022.jpg	LJETO | BIHAĆKO
File:Stray dogs in Mostar 04.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Stray_dogs_in_Mostar_04.jpg	
File:Borci VI krajiške brigade za vreme borbi u Travniku, 20.X.1944.jpg	drop	flat colour (233 shades): a drawing, not a photograph	CC0	0	0	Borci_VI_krajiške_brigade_za_vreme_borbi_u_Travniku_20.X.1944.jpg	
File:Levi poljokan ul srpska 71 nkd 044.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Levi_poljokan_ul_srpska_71_nkd_044.JPG	
File:Sarajevo Mula-Mustafe-Baseskije 2011-11-08 (2).jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Sarajevo_Mula-Mustafe-Baseskije_2011-11-08_2_.jpg	
File:Šejh Mahmudovo turbe Mostar.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Šejh_Mahmudovo_turbe_Mostar.jpg	
File:FotoTuraBL124944.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	FotoTuraBL124944.jpg	
File:Onescukova - panoramio.jpg	keep		CC BY	3	0	Onescukova_-_panoramio.jpg	VATROGASNI | PUT H | 040-J-742
File:Bivša zgrada Vlade RS.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Bivša_zgrada_Vlade_RS.jpg	
File:Зеница 20190821 173653.jpg	drop	only 0 confident region(s)	PD	0	0	Зеница_20190821_173653.jpg	
File:Зеница 20190821 173725.jpg	keep		PD	10	3	Зеница_20190821_173725.jpg	Mehmed Spaho | Beogradu sredinom 30-ih godina | Umjetnica Adela Ber (1888. | 1966. | 1974. | Pjesnik Antun Branko Šimić (1898. | Snimak atentata na kralja Aleksandra | Karadordevića | Marseju (Francuska) | oktobra 1934. godine
File:Sight From The Minaret (198064195).jpeg	drop	only 0 confident region(s)	CC BY	0	0	Sight_From_The_Minaret_198064195_.jpeg	
File:Жељезничка колонија.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Жељезничка_колонија.jpg	
File:Зеница 20180627 013648.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20180627_013648.jpg	
File:The Coming of Spring in Mostar, with frame, 1903.jpg	drop	only 0 confident region(s)	PD	0	0	The_Coming_of_Spring_in_Mostar_with_frame_1903.jpg	
File:Зеница 20230219 150925.jpg	drop	only 1 confident region(s)	CC BY-SA	1	0	Зеница_20230219_150925.jpg	E
File:Neretva in Mostar 2022.11.08, 2.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Neretva_in_Mostar_2022.11.08_2.jpg	
File:Ustavni sud zgrada.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Ustavni_sud_zgrada.JPG	
File:Зеница - 1932-08-02 - народни збор пред католичком Црквом Св. Илије на празник Свети Илија.jpg	drop	only 0 confident region(s)	PD	0	0	Зеница_-_1932-08-02_-_народни_збор_пред_католичком_Црквом_Св._Илије_на_празник_Свети_Илија.jpg	
File:Прашнице Зеница 20180625 182815.jpg	keep		CC BY-SA	4	0	Прашнице_Зеница_20180625_182815.jpg	PREJOZ | DZENAZE | ER | BISSTOURS
File:20130606 Mostar 254.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	20130606_Mostar_254.jpg	
File:Đaci travničkog sjemeništa.jpg	drop	only 0 confident region(s)	PD	0	0	Đaci_travničkog_sjemeništa.jpg	
File:Narrow-Gauge-Railway Spalatobahn Travnik Medresa.jpg	drop	only 0 confident region(s)	PD	0	0	Narrow-Gauge-Railway_Spalatobahn_Travnik_Medresa.jpg	
File:Sarajevo Reflections.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Sarajevo_Reflections.jpg	
File:F.T.B.L. 53.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	F.T.B.L._53.jpg	
File:Dom sindikata.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Dom_sindikata.JPG	
File:Mostar - Kujundžiluk (49033904782).jpg	drop	only 0 confident region(s)	CC BY	0	0	Mostar_-_Kujundžiluk_49033904782_.jpg	
File:Varoška džamija.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Varoška_džamija.jpg	
File:Porta do Sarajevo Club (3207298701).jpg	drop	only 1 confident region(s)	CC BY	1	0	Porta_do_Sarajevo_Club_3207298701_.jpg	jaca
File:Mostar (49033069527).jpg	drop	only 0 confident region(s)	CC BY	0	0	Mostar_49033069527_.jpg	
File:Mostar BW 2024-10-01 13-14-31.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Mostar_BW_2024-10-01_13-14-31.jpg	
File:F.T.B.L. 16.jpg	keep		CC BY-SA	6	0	F.T.B.L._16.jpg	Ipina | alpina | aalpina | BAKA | Cat | A RATE
File:Mostar 4957-4959mod.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Mostar_4957-4959mod.jpg	
File:Panorama BL 1878.png	drop	only 1 confident region(s)	PD	1	0	Panorama_BL_1878.png	BANJALUKA.
File:Mostar (5821713698).jpg	drop	only 0 confident region(s)	CC BY	0	0	Mostar_5821713698_.jpg	
File:Travnik Festung 2.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Travnik_Festung_2.JPG	
File:Tuzlanski ćevapi.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Tuzlanski_ćevapi.jpg	
File:Зеница - 1928 - краљев рођендан, улица краља Петра I (данашња Титова), ретуширана разгледница.jpg	drop	only 0 confident region(s)	PD	0	0	Зеница_-_1928_-_краљев_рођендан_улица_краља_Петра_I_данашња_Титова_ретуширана_разгледница.jpg	
File:Sarajevo Siege Gathering Firewood.jpg	drop	flat colour (256 shades): a drawing, not a photograph	CC BY	0	0	Sarajevo_Siege_Gathering_Firewood.jpg	
File:Mostar (2681171484).jpg	drop	flat colour (256 shades): a drawing, not a photograph	CC BY	0	0	Mostar_2681171484_.jpg	
File:20130606 Mostar 267.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	20130606_Mostar_267.jpg	
File:Girl of Sarajevo, Bosnia, Austro-Hungary WDL2637.png	drop	only 0 confident region(s)	PD	0	0	Girl_of_Sarajevo_Bosnia_Austro-Hungary_WDL2637.png	
File:Mostar 88000, Bosnia and Herzegovina - panoramio.jpg	drop	only 0 confident region(s)	CC BY	0	0	Mostar_88000_Bosnia_and_Herzegovina_-_panoramio.jpg	
File:Зеница - 1933 - дјеца-стипендисти (1933. ш.г.) запосленика Рудника мрког угља у Зеници.jpg	drop	only 0 confident region(s)	PD	0	0	Зеница_-_1933_-_дјеца-стипендисти_1933._ш.г._запосленика_Рудника_мрког_угља_у_Зеници.jpg	
File:NKD082 Објекат пословног центра „Екватор“1.jpg	drop	only 1 confident region(s)	CC BY-SA	1	0	NKD082_Објекат_пословног_центра_Екватор_1.jpg	beko
File:Mostar BW 2024-10-01 13-13-35.jpg	drop	only 1 confident region(s)	CC BY-SA	1	0	Mostar_BW_2024-10-01_13-13-35.jpg	Moal
File:Old town, Mostar (29) (29223247504).jpg	keep		CC BY	2	0	Old_town_Mostar_29_29223247504_.jpg	VODA | kiselia
File:Зеница - тврђава Врандук за вријеме турске (османске) окупације Босне.jpg	drop	only 1 confident region(s)	PD	1	0	Зеница_-_тврђава_Врандук_за_вријеме_турске_османске_окупације_Босне.jpg	http./Iwmw.facebook.com/Zenica
File:FotoTuraBL124737.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	FotoTuraBL124737.jpg	
File:Old town, Mostar (5) (29559202110).jpg	drop	only 1 confident region(s)	CC BY	1	0	Old_town_Mostar_5_29559202110_.jpg	B
File:Паук3.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Паук3.jpg	
File:Old Town - panoramio.jpg	drop	only 0 confident region(s)	CC BY	0	0	Old_Town_-_panoramio.jpg	
File:Mostar (49033905042).jpg	drop	only 0 confident region(s)	CC BY	0	0	Mostar_49033905042_.jpg	
File:Travnik Panorama 1.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Travnik_Panorama_1.JPG	
File:Travnik 04.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Travnik_04.jpg	
File:Mostar - Kujundžiluk (49033069437).jpg	drop	only 0 confident region(s)	CC BY	0	0	Mostar_-_Kujundžiluk_49033069437_.jpg	
File:Tuzla-1.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Tuzla-1.JPG	
File:Зеница 20230219 160124.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20230219_160124.jpg	
File:Mostar (5821141941).jpg	drop	only 1 confident region(s)	CC BY	1	0	Mostar_5821141941_.jpg	ESTORAN
File:Bihc Bosnie Herzegovine O (137556119).jpeg	drop	only 0 confident region(s)	CC BY	0	0	Bihc_Bosnie_Herzegovine_O_137556119_.jpeg	
File:Зграда Уставног суда, угао улица И. Ф. Јукића и Краља Алфонса ХIII.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зграда_Уставног_суда_угао_улица_И._Ф._Јукића_и_Краља_Алфонса_ХIII.jpg	
File:Puž (Krupa na Vrbasu).jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Puž_Krupa_na_Vrbasu_.jpg	
File:Lichen in Sarajevo 02.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Lichen_in_Sarajevo_02.jpg	
File:The Other Side of Tuzla - panoramio.jpg	drop	only 0 confident region(s)	CC BY	0	0	The_Other_Side_of_Tuzla_-_panoramio.jpg	
File:Nove zgrade u naselju Ada.jpg	drop	only 0 confident region(s)	CC BY	0	0	Nove_zgrade_u_naselju_Ada.jpg	
File:Sparrow nesting in a bullet hole in Sarajevo 2.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Sparrow_nesting_in_a_bullet_hole_in_Sarajevo_2.jpg	
File:Mostar (49033905762).jpg	drop	only 1 confident region(s)	CC BY	1	1	Mostar_49033905762_.jpg	KONČAA
File:Herceguša kula Stari most Mostar.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Herceguša_kula_Stari_most_Mostar.JPG	
File:Slap u Travniku 0477.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Slap_u_Travniku_0477.jpg	
File:Zgrada ugao Prvog krajiskog korpusa i Pave Radana Banja Luka.jpg	drop	only 1 confident region(s)	CC0	1	0	Zgrada_ugao_Prvog_krajiskog_korpusa_i_Pave_Radana_Banja_Luka.jpg	Venna
File:Travnik Altstadt 3.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Travnik_Altstadt_3.JPG	
File:Publikacija povodom 50 godina SPD Gusle u Mostaru, 1938.jpg	drop	only 1 confident region(s)	CC BY-SA	1	0	Publikacija_povodom_50_godina_SPD_Gusle_u_Mostaru_1938.jpg	1888-1938
File:20130606 Mostar 003.jpg	drop	only 1 confident region(s)	CC BY-SA	1	0	20130606_Mostar_003.jpg	SHOP
File:Mostar (5821697196).jpg	drop	only 0 confident region(s)	CC BY	0	0	Mostar_5821697196_.jpg	
File:Mostar samen met Wies , Oktober 2010 - panoramio.jpg	drop	only 0 confident region(s)	CC BY	0	0	Mostar_samen_met_Wies_Oktober_2010_-_panoramio.jpg	
File:Objekat u ulici ive andrica 12 nkd 059.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Objekat_u_ulici_ive_andrica_12_nkd_059.JPG	
